Label,Text,Option1,Option2,Option3,Option4
geology,What does erosion do to pieces of broken rock?,Cancel Them,lead them,Smooth them,moves them
geology,"A few earthquakes take place away from plate boundaries, these are called what?",distant earthquakes,outer earthquakes,deformation earthquakes,intraplate earthquakes
geology,How many types of surface waves are there?,six,over a hundred,three,two
geology,Global warming will raise ocean levels due to melt water from glaciers and the greater volume of what?,rain,greenhouse gases,rainforests,warmer water
geology,The rings of what planet can be easily seen from earth?,Neptune,Venus,jupiter,saturn
geology,Some meteorites are made of iron and nickel and are thought to be very similar to what part of the earth?,mantel,crust,shelf,core
geology,What is moving air called?,humidity,steam,clouds,wind
geology,What is the second most abundant element in the earth's crust?,carbon,nitrogen,helium,silicon
geology,What kind of map can show the features of the bottom of a body of water?,country,topographic,basic,bathymetric
geology,What is another name for composite volcanos?,seismic giants,fjords,fault lines,stratovolcanoes
geology,What do craters and rifts become when the fill with water?,grasses,rivers,creeks,lakes
geology,What is our main source of aluminum ore?,tin,coal,cobalt,bauxite
geology,"What process is at work when warm air or water rises, and cool air or water sinks?",moisture,evaporation,radiation,convection
geology,"Water gains and loses what more slowly than does land, affecting seasonal conditions inland and on the coast?",minerals,volume,humidity,heat
geology,"Ice masses, acquifers, and the deep ocean are examples of water what?",fields,lakes,seas,reservoirs
geology,Water is recycled constantly through which system?,the troposphere,the hydropshere,the habitat,the ecosystem
physics,Increasing the temperature of n2 molecules increases what energy of motion?,emotional energy,compression energy,residual energy,kinetic energy
physics,What consequence of a tornado is responsible for most injuries and deaths?,falling debris,catching debris,touring debris,flying debris
physics,How do some animals change their depth?,spontaneous mutations,mass migration,metamorphosis,by changing their density
physics,What phenomenon is crowding out other species and making all the other causes of extinction worse?,migration,climate change,human suburbanization,human overpopulation
physics,Dessication is an extreme and usually fatal form of what in animals?,starvation,diarrhea,depletion,dehydration
physics,"Soluble minerals and clays accumulate in what soil layer, allowing it to hold more water?",topsoil,silt,subsurface,subsoil
physics,What is the common word for potential difference in a circuit?,frequency,watt,velocity,voltage
physics,How many chambers does the stomach of a crocodile have?,three,six,ten,two
physics,"Although air can transfer heat rapidly by convection, it is a poor conductor and thus a good what?",transporter,magnet,absorber,insulator
physics,What man-made devices in space are used to observe the earth's surface?,sensors,crystals,telescopes,satellites
physics,"Carboxylic acids are weak acids, meaning they are not 100% ionized in what?",liquid,air,ethanol,water
physics,An endocrine disease usually involves the secretion of too much or not enough of what?,sweat,enzyme,metabolite,hormone
physics,"In experiments with garden peas, austrian monk gregor mendel described the basic patterns of what?",color,behavior,preference,inheritance
physics,Nutrition and diet affect your metabolism. more energy is required to break down fats and proteins than this?,minerals,vitamins,electrolytes,carbohydrates
physics,What is the opposite of melting?,compression,evaporation,liquidation,freezing
physics,What is the term for the force of attraction between things that have a mass?,magnetism,weight,motion,gravity
physics,What does lattice energy of an ionic solid measure the strength of?,electrons,metals,atoms,bonds
physics,What renewable energy source converts energy from the sunlight into electricity?,hydrostatic energy,geophysical energy,geothermal energy,solar energy
physics,"When a series of measurements is precise but not what, the error is usually systematic?",color,velocity,length,accurate
physics,"All forms of energy can be interconverted. three things can change the energy of an object: the transfer of heat, work performed on or by an object, or some combination of what?",cold and energy,temperature and work,humidity and work,heat and work
physics,What are made from highly reflective metal that is applied to a curved or flat piece of glass?,prisms,lenses,kaleidoscopes,mirrors
physics,What celestial body is the earth’s main source of energy?,moon,rivers,ocean,sun
physics,What type of pressure is the pressure exerted by gas particles in earth’s atmosphere as those particles collide with objects?,adjacent pressure,vertical pressure,adjacent pressure,atmospheric pressure
physics,"When electrons return to a lower energy level, they emit the excess energy in the form of what?",energy,weight,electricity,light
physics,What are the areas located at fixed distances from the nucleus of the atom?,orbit points,molar levels,atomic regions,energy levels
physics,"In which state of matter do particles take the shape of their container, but cannot expand to fill it?",chemical,gas,mixture,liquid
physics,Cations have what type of charge?,constant,negative,neutral,positive
physics,"What is a measure of the average amount of energy of motion, or kinetic energy, a system contains called?",precipitation,size,variation,temperature
physics,What is the minimum mass capable of supporting sustained fission called?,particular mass,concentrated mass,baseline mass,critical mass
physics,What two ways may light be transmitted?,absorption and refraction,magnified or scattered,reflected or refracted,refracted or scattered
physics,What is the name of the galaxy we live in?,Bode's Galaxy,Centaurus A,Andromeda,milky way
physics,What is a mass spectrometer used to measure?,optical atomic masses,partial atomic masses,subatomic masses,relative atomic masses
physics,What are groups of young stars loosely held together by gravity called?,closed clusters,constellations,galaxies,open clusters
physics,What does the driving of turbines by the heating of water to steam accomplish?,absorption of electricity,depletion of electricity,diffusion of electricity,generation of electricity
physics,What is a device that changes kinetic energy to electrical energy through electromagnetic induction?,a diesel engine,a battery,a windmill,an electric generator
physics,What are the two types of vesicle transport called?,eptocytosis and exocytosis,dielectric and exocytosis,epithelium and exocytosis,endocytosis and exocytosis
physics,What is the method of setting or correcting a measuring device by matching it to known measurement standards called?,precision,parallax,distortion,calibration
physics,What unit of measure is equal to the amount of work a horse can do in 1 minute?,torque,joule,watt,horsepower
physics,"What term is not the same as energy, but means the energy per unit charge?",mass,frequency,speed,voltage
physics,What are fibers that depend on aerobic respiration called?,fragile fibers,hydrogen fibers,evaporative fibers,oxidative fibers
physics,Which form of electromagnetic waves have more energy: low frequency wave or high frequency waves?,the same,neither,low frequency waves,high frequency waves
physics,"What take the shape of their container, and are relatively easy to compress?",fluids,molecules,semi-fluids,gases
physics,What are formed by the attraction between oppositely charged ions?,magnetic bonds,inept bonds,soluble bonds,ionic bonds
physics,Motors are the most common application of magnetic force on current-carrying wires. motors have loops of wire in this?,spark plugs,electrical circuit,capacitors,magnetic field
physics,Where does most of the mass for an atom reside?,protons,electrons,neutrons,nucleus
physics,What is the term for the smallest particle of an element that still has the properties of that element?,neutron,nucleus,electron,atom
physics,What have approximately the same mass as protons but no charge?,electrons,atoms,reactions,neutrons
physics,Atoms are composed of negatively charged electrons and a positively charged what?,bond,DNA segment,neutron,nucleus
physics,What is the smallest part of an element called?,nucleus,core,neutron,atom
physics,What play an important role in the modulation of the nuclear chain reaction?,particle rods,radiation rods,control neutrons,control rods
physics,"Humans have about 20,000 to 22,000 genes scattered among 23 of these?",atoms,neutrons,ribosomes,chromosomes
physics,"According to the octet rule, magnesium is unstable because its valence shell has just two of what?",protons,quarks,neutrons,electrons
physics,What is an atom or group of bonded atoms that has a positive or negative charge?,a neutron,an photon,an electron,an ion
physics,What are used to write nuclear equations for radioactive decay?,radioactive symbols,trigonometric symbols,critical symbols,nuclear symbols
physics,A pulley changes the direction of the force t exerted by the cord without changing its what?,position,longitude,latitude,magnitude
physics,What happens to the density of air as the altitude decreases?,increases,multiplies,remains the same,decreases
physics,The difference between the theoretical half-reaction reduction potential and the actual voltage required is called what?,overcharge,resistance,excess,overpotential
physics,"The atomic number of tungsten is 74. therefore, in a neutral atom of tungsten, there are 74 electrons. the atomic number of argon is 18. therefore, in a neutral atom of argon, there are how many electrons?",36,74,9,18
physics,"A system in what state cannot spontaneously change, and therefore can do no work?",stability,equality,balance,equilibrium
physics,The amount of kinetic energy in a moving object depends directly on its mass and what else?,density,volume,direction,velocity
physics,"Three-prong plugs, circuit breakers, and gfci outlets are safety features that recognize the danger of what?",gravity,heat,magnetism,electricity
physics,What keeps the moon orbiting earth?,axial tilt,Coriolis effect,the Sun,gravity
physics,What is the resistance of a liquid to flow called?,elasticity,turbulence,permeability,viscosity
physics,The mass of atoms is based on the number of protons and neutrons in what?,components,electrons,molecules,nucleus
physics,What is the measure of the change in the velocity of a moving object called?,pressurization,transmission,compression,acceleration
physics,A turbine that spins a generator will produce?,magnetic fields,solar energy,light,electricity
physics,What type of winds occur when air is forced over a mountain range?,doldrums,local winds,trade winds,chinook winds
physics,What do clouds trap  release into the atmosphere at night?,smog,seawater,light,heat
physics,What are used to make maps of the moon and other planets?,rendering satellites,radio telescopes,topographical charts,imaging satellites
physics,What term describes how closely packed the particles of matter are?,space,range,mass,density
physics,What is a type of solid that lacks an ordered internal structure?,an elastic solid,ice,a sponge,an amorphous solid
physics,What is it called when you get the same result after repeating an experiment?,initiation,variable,control,replication
physics,"What kind of power does not produce any pollutants, but produces waste that can be difficult to dispose of?",solar,electrical,biofuel,nuclear
physics,What is the temperature at which condensation of water vapor occurs called?,the cooling point,the tipping point,the boiling point,the dew point
physics,"What is the outer layer of an axon that acts like a layer of insulation, similar to the plastic that encases an electrical cord?",layer sheath,lipids sheath,nerve sheath,myelin sheath
physics,What occurs when some members of a species become geographically separated?,reflective speciation,divergent speciation,symbiotic speciation,allopatric speciation
physics,What are the contacts between neurons called?,electrodes,neurapses,impulses,synapses
physics,What is the rising and sinking of warm and cooler material called?,diffusion,depression,conveyance,convection
physics,The number of what subatomic particles can vary between atoms of the same element?,neurons,protons,electrons,neutrons
physics,The attraction between all objects in the universe is known as ______.,magnetism,variation,electricity,gravity
physics,"Friction causes the molecules on rubbing surfaces to move faster, which produces what?",cold,life,precipitation,heat
physics,"Electrical potential energy can be described by the equation pe = qv, where q is the electric charge and v is what?",frequency,amplitude,wavelength density,voltage
physics,"If force is applied further away from a pivot point, than what kind of acceleration will be greater?",parameters,circular,rectangular,angular
physics,The kinetic-molecular theory as it applies to gases has how many basic assumptions?,seven,four,two,five
physics,Both diffusion and effusion are related to the speed at which what objects move?,solids,electricity,copper molecules,gas molecules
physics,The electronegativity of an element increases with increasing of what state?,conduction,isolation,evaporation,oxidation
physics,How many types of bosons are there?,five,three,one,four
physics,An electron possesses both particle and these?,land properties,shock properties,surging properties,wave properties
physics,"Pressure, volume, and temperature are related by which law?",Murphy's Law,Law of Conservation,law of inertia,gas law
physics,What is the force of attraction between things that have mass,momentum,friction,motion,gravity
physics,What are two of the most common vision problems?,cross-eye and blindness,blindness and astigmatism,myopia and nearsightedness,nearsightedness and farsightedness
physics,"What property is characterized by eddies and swirls that mix layers of fluid together, unlike laminar flow?",evaporation,combustion,compression,turbulence
physics,What process refers to a separation of charge within an atom or molecule?,rotation,diffusion,convection,polarization
physics,What is the term for a random change in allele frequencies that occurs in a small population?,mutation,evolution,speciation,genetic drift
physics,The great astronomer edwin hubble discovered that all distant galaxies are receding from our milky way galaxy with velocities proportional to their what?,dimensions,masses,paths,distances
physics,What is friction that acts on objects while it is rolling over a surface called?,surface friction,blowing friction,opposing friction,rolling friction
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
